Account Type;Member Tags;User Tags;RSVP'ed;Registration Date;Registration Option;Are you an IE Alumni?;Year of graduation;Degree;Section (please, type N/A if this is not applicable to your program);Country;I'm interested in networking around ... (please choose one);Please let us know if you have any allergies or dietary restrictions:;Which roles are you most interested in? (Mark all that apply);Attendee's Comment;Officer's Notes;Paid;Quantity;Payment Status;Payment Date;Checked-In Date;Gateway Number;Event Registration UID;Unnamed: 40
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;02/01/2024 3:33;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;02/01/2024 3:33;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;GAW early bird ticket - ENDED;;;;;;;;;;;99.0;1.0;NOT COMPLETE;3/30/2024 12:32:44 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;3/30/2024 12:32:44 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;3/30/2024 12:32:44 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;3/30/2024 12:32:44 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;3/30/2024 12:32:44 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;4/14/2024 5:20:02 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;4/14/2024 5:20:02 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;4/14/2024 5:20:02 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;4/14/2024 5:20:02 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/14/2024 8:20:35 PM;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;4/14/2024 5:20:02 PM;;;acbf3348-c0b2-11ee-af10-0a31732c095b;
Alumni;"""IMBA April 2013,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/17/2024 7:16:25 PM;GAW early bird ticket - ENDED;;;;;;;;;;;99.0;1.0;NOT COMPLETE;03/12/2024 11:25;;;4794b710-e063-11ee-9d77-0a31732c095b;
Alumni;"""IMBA April 2013,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/17/2024 7:16:25 PM;GAW early bird ticket - ENDED;;;;;;;;;;;99.0;1.0;NOT COMPLETE;03/12/2024 11:25;;;4794b710-e063-11ee-9d77-0a31732c095b;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""BELGIUM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/18/2024 12:02:17 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;04/08/2024 16:03;;;368e7633-f5b9-11ee-aa07-0a31732c095b;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""BELGIUM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;4/18/2024 12:02:17 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;04/09/2024 12:54;;;368e7633-f5b9-11ee-aa07-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""COLOMBIA,Programa Master_en,Executive Programs,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IMBA-ESP,DIGITAL BUSINESS,GAW 24,Last Online after 2020""";Yes;4/22/2024 3:29:22 AM;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;04/08/2024 22:34;;;d1f85abd-f5ef-11ee-aa07-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""COLOMBIA,Programa Master_en,Executive Programs,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,MBA (OF),IMBA-ESP,DIGITAL BUSINESS,GAW 24,Last Online after 2020""";Yes;4/22/2024 3:29:22 AM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;04/08/2024 22:34;;;d1f85abd-f5ef-11ee-aa07-0a31732c095b;
Alumni;"""FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,EMBA-EN - ABR-2018""";Yes;04/05/2024 11:06;GAW Spring Sale Ticket - ENDED;Yes;2019;Executive MBA English;;Portugal;Technology ;No;;;Paid in person on Friday;129.0;1.0;NOT COMPLETE;04/05/2024 10:03;;;4eb1f0be-f32b-11ee-b86b-02b922c01bc9;
Alumni;"""FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,EMBA-EN - ABR-2018""";Yes;04/05/2024 11:06;GAW Spring Sale Ticket - ENDED;Yes;2019;Executive MBA English;;Portugal;Technology ;No;;;Paid in person on Friday;129.0;1.0;NOT COMPLETE;4/23/2024 6:28:08 AM;;;4eb1f0be-f32b-11ee-b86b-02b922c01bc9;
Alumni;"""FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,EMBA-EN - ABR-2018""";Yes;04/05/2024 11:06;GAW Spring Sale Ticket - ENDED;Yes;2019;Executive MBA English;Na;Portugal;Technology ;No;;;Paid in person on Friday;129.0;1.0;NOT COMPLETE;5/14/2024 9:22:26 AM;;;4eb1f0be-f32b-11ee-b86b-02b922c01bc9;
Alumni;"""FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,EMBA-EN - ABR-2018""";Yes;04/05/2024 11:06;GAW Spring Sale Ticket - ENDED;Yes;2019;Executive MBA English;Na;Portugal;Technology ;;;;Paid in person on Friday;129.0;1.0;NOT COMPLETE;5/21/2024 1:15:19 PM;;;4eb1f0be-f32b-11ee-b86b-02b922c01bc9;
Alumni;"""FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,EMBA-EN - ABR-2018""";Yes;04/05/2024 11:06;GAW Spring Sale Ticket - ENDED;Yes;2019;Executive MBA English;Na;Portugal;Technology ;No;;;Paid in person on Friday;129.0;1.0;NOT COMPLETE;5/31/2024 1:47:36 PM;;;4eb1f0be-f32b-11ee-b86b-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,IMBA-ENG NOV-2013""";Yes;4/23/2024 10:39:51 AM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;Switzerland;Technology ;Gluten intolerance ;;;;129.0;1.0;NOT COMPLETE;4/23/2024 9:35:38 AM;;;7642528e-014c-11ef-b732-02b922c01bc9;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SWITZERLAND,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,IMBA-ENG NOV-2013""";Yes;4/23/2024 10:39:51 AM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;Switzerland;Technology ;gluten intolerance ;;;;129.0;1.0;NOT COMPLETE;4/23/2024 9:54:30 AM;;;7642528e-014c-11ef-b732-02b922c01bc9;
Alumni;"""IMBA Jan 2019,Visibility YES,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;4/24/2024 11:39:40 PM;GAW Spring Sale Ticket - ENDED;Yes;2019;International MBA;J2;Spain;International Development and Social Impact ;Shellfish ;;;;129.0;1.0;NOT COMPLETE;4/24/2024 10:36:15 PM;;;ad83c822-0282-11ef-8aa7-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Madrid,Alumni,EMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;4/26/2024 6:18:58 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;Executive MBA English Blended;A;United States Of America;Finance;;;;;129.0;1.0;NOT COMPLETE;4/26/2024 4:57:39 PM;;;4df4536d-03e3-11ef-8aa7-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,non_associate,Madrid,Alumni,EMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;4/26/2024 6:18:58 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;Executive MBA English Blended;A;United States Of America;;;;;;179.0;1.0;NOT COMPLETE;4/26/2024 4:57:39 PM;;;4df4536d-03e3-11ef-8aa7-0a31732c095b;
Alumni;"""IMBA Nov 2008,SATURDAY 8 de junio""";"""PORTUGAL,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;4/28/2024 12:38:25 PM;GAW Spring Sale Ticket - ENDED;Yes;2009;International MBA;N4;Portugal;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;NOT COMPLETE;4/28/2024 11:36:17 AM;;;aca0c8e9-054a-11ef-8aa7-0a31732c095b;
Faculty;"""""";"""Faculty,Last Online after 2020""";Yes;05/01/2024 12:36;KIDS AREA TICKET;;;;;;;No;;;;40.0;1.0;NOT COMPLETE;05/01/2024 11:35;;;7b17dbfd-07a6-11ef-8aa7-0a31732c095b;
Faculty;"""""";"""Faculty,Last Online after 2020""";Yes;05/01/2024 12:36;KIDS AREA TICKET;;;;;;;;;;;40.0;1.0;NOT COMPLETE;05/10/2024 19:47;;;7b17dbfd-07a6-11ef-8aa7-0a31732c095b;
Alumni;"""GOMBA April 2018,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""Programa Master_en,English,associate,Madrid,Alumni,GMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;05/01/2024 13:46;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;05/01/2024 12:41;;;bb647e0f-07af-11ef-8aa7-0a31732c095b;
Alumni;"""GOMBA April 2018,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""Programa Master_en,English,associate,Madrid,Alumni,GMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;05/01/2024 13:46;GAW Spring Sale Ticket - ENDED;Yes;2019;Global MBA;;Canada;Law;No;;;;129.0;1.0;NOT COMPLETE;05/01/2024 12:42;;;bb647e0f-07af-11ef-8aa7-0a31732c095b;
Alumni;"""""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,Last Online after 2020""";Yes;05/02/2024 12:02;GAW Spring Sale Ticket - ENDED;Yes;2009;Executive MBA;;Spain;Finance;no;;;;129.0;1.0;NOT COMPLETE;05/02/2024 11:00;;;c52fa2f0-086a-11ef-8aa7-0a31732c095b;
Alumni;"""""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,Last Online after 2020""";Yes;05/02/2024 12:02;GAW Spring Sale Ticket - ENDED;Yes;2009;Executive MBA;;Spain;Finance;Ok;;;;129.0;1.0;NOT COMPLETE;05/02/2024 12:04;;;c52fa2f0-086a-11ef-8aa7-0a31732c095b;
Staff;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio""";"""English,Madrid,Staff,GAW 24,Last Online after 2020""";Yes;05/03/2024 16:45;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;05/03/2024 15:39;;;e870f862-095a-11ef-8aa7-0a31732c095b;
Staff;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio""";"""English,Madrid,Staff,GAW 24,Last Online after 2020""";Yes;05/03/2024 16:45;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;05/03/2024 15:39;;;e870f862-095a-11ef-8aa7-0a31732c095b;
Alumni;"""MIM Oct 2008,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""FRANCE,MIM-English,Programa Master_en,English,non_associate,Madrid,Alumni""";Yes;05/03/2024 20:44;GAW Spring Sale Ticket - ENDED;Yes;2009;Master in Management;International Management;United States Of America;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);N/a;;;;129.0;1.0;NOT COMPLETE;05/03/2024 19:37;;;4159a0ba-097c-11ef-8aa7-0a31732c095b;
Alumni;"""MIM Oct 2008,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""FRANCE,MIM-English,Programa Master_en,English,non_associate,Madrid,Alumni""";Yes;05/03/2024 20:44;Gala Dinner Spring Sale Ticket - ENDED;Yes;2009;Master in International Management ;International Management ;United States Of America;;Na;;;;179.0;1.0;NOT COMPLETE;05/03/2024 19:37;;;4159a0ba-097c-11ef-8aa7-0a31732c095b;
Alumni;"""""";"""SPAIN,Programa Master_en,Advanced Management Programs,Spanish,PA-ESP-GPAI,non_associate,Madrid,Alumni,Programa Master Oficial_en,PA-ESP-GPAI NOV-2022,MBA (OF),IMBA-ESP,MBA (OF) OCT-2010,IMBA-ESP NOV-2010""";Yes;05/04/2024 9:03;GAW Spring Sale Ticket - ENDED;Yes;2012;IMBA;N7;Spain;Real Estate / Arquitecture / Design;Gluten free ;;;;129.0;1.0;NOT COMPLETE;05/04/2024 8:01;;;18533b91-09e4-11ef-807f-02b922c01bc9;
Alumni;"""GALA""";"""SPAIN,Programa Master_en,Degree,English,associate,Madrid,Segovia,Alumni,Last Online after 2020""";Yes;04/09/2024 20:02;Gala Dinner Spring Sale Ticket - ENDED;Yes;2018;Bachelor in International Relations;Master in Management (June, 2019);Spain;;I don't have any allergies or dietary restrictions;;;;179.0;1.0;NOT COMPLETE;04/09/2024 18:59;;;ef46ac59-f69a-11ee-bc70-0a31732c095b;
Alumni;"""IMBA Sept 2018,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""UNITED KINGDOM,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG""";Yes;05/07/2024 23:09;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;4/30/2024 7:50:41 AM;;;f616c621-06bd-11ef-8aa7-0a31732c095b;
Alumni;"""IMBA Sept 2018,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""UNITED KINGDOM,Programa Master_en,English,associate,Madrid,Alumni,IMBA-ENG""";Yes;05/07/2024 23:09;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;4/30/2024 7:50:42 AM;;;f616c621-06bd-11ef-8aa7-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,GALA""";"""SPAIN,Programa Master_en,Spanish,non_associate,Alumni,MBA,GAW 24,Last Online after 2020""";Yes;4/29/2024 3:30:13 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;1986;master gerencia de empresas;;Spain;;no;;Thank you for the organization of event ;;179.0;1.0;NOT COMPLETE;4/29/2024 2:27:05 PM;;;2bc15073-062c-11ef-8aa7-0a31732c095b;
Alumni;"""IMBA Nov 2008,SATURDAY 8 de junio""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;05/08/2024 18:13;GAW Spring Sale Ticket - ENDED;;;;;;;;;;;129.0;1.0;NOT COMPLETE;04/05/2024 17:30;;;d03bc4ea-f369-11ee-b86b-02b922c01bc9;
Alumni;"""Visibility YES,Club Leader,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""ITALY,Programa Master_en,Executive Programs,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF),MBA (OF) OCT-2007,IMBA-ENG NOV-2007,CHINA - ON LINE,CHINA - ON LINE NOV-2009""";Yes;4/24/2024 9:49:33 AM;Club Leaders;;;;;;;;;;;50.0;1.0;NOT COMPLETE;4/23/2024 1:37:53 PM;;;4d989224-016e-11ef-b732-02b922c01bc9;
Alumni;"""Visibility YES,Club Leader,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""ITALY,Programa Master_en,Executive Programs,English,non_associate,Madrid,Alumni,Programa Master Oficial_en,IMBA-ENG,MBA (OF),MBA (OF) OCT-2007,IMBA-ENG NOV-2007,CHINA - ON LINE,CHINA - ON LINE NOV-2009""";Yes;4/24/2024 9:49:33 AM;Gala Dinner Spring Sale Ticket - ENDED;;;;;;;;;;;179.0;1.0;NOT COMPLETE;4/23/2024 1:42:40 PM;;;4d989224-016e-11ef-b732-02b922c01bc9;
Alumni;"""IMBA Nov 2013""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;4/22/2024 3:47:48 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No red meat;;;;129.0;1.0;NOT COMPLETE;4/22/2024 2:44:08 PM;;;64bda887-00ae-11ef-b732-02b922c01bc9;
Alumni;"""IMBA Nov 2013""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;4/22/2024 3:47:48 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;Spain;Technology ;;;;;129.0;1.0;NOT COMPLETE;05/04/2024 7:52;;;64bda887-00ae-11ef-b732-02b922c01bc9;
Alumni;"""IMBA Nov 2013""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;4/22/2024 3:47:48 PM;GAW Spring Sale Ticket - ENDED;Yes;2014;International MBA;N3;Spain;Technology ;No;;;;129.0;1.0;NOT COMPLETE;05/09/2024 21:23;;;64bda887-00ae-11ef-b732-02b922c01bc9;
Alumni;"""""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Alumni,Last Online after 2020""";Yes;05/10/2024 10:36;GAW Spring Sale Ticket - ENDED;Yes;2009;Master in Management;Na;United Arab Emirates;Consulting;Halal food ;;;;129.0;1.0;NOT COMPLETE;05/10/2024 9:31;;;c4d770c6-0ea7-11ef-aa7a-02b922c01bc9;
Alumni;"""""";"""UNITED ARAB EMIRATES,Programa Master_en,English,non_associate,Alumni,Last Online after 2020""";Yes;05/10/2024 10:36;Gala Dinner Spring Sale Ticket - ENDED;Yes;2009;Masters in international management ;Na;United Arab Emirates;;Halal food;;;;179.0;1.0;NOT COMPLETE;05/10/2024 9:31;;;c4d770c6-0ea7-11ef-aa7a-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,Spanish,non_associate,Alumni,MBA""";Yes;05/10/2024 10:50;GAW Spring Sale Ticket - ENDED;Yes;1999;MBA (MBA);;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;NOT COMPLETE;05/10/2024 9:47;;;fae4ec5c-0ea9-11ef-aa7a-02b922c01bc9;
Alumni;"""""";"""SPAIN,Programa Master_en,Spanish,non_associate,Alumni,MBA""";Yes;05/10/2024 10:50;GAW Spring Sale Ticket - ENDED;Yes;1999;MBA (MBA);;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;;;129.0;1.0;NOT COMPLETE;05/10/2024 10:18;;;fae4ec5c-0ea9-11ef-aa7a-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,GALA,GALA GUEST""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;05/10/2024 16:48;Gala Dinner Spring Sale Ticket - ENDED;Yes;2007;International MBA;Section 2;United Kingdom;;No;;;;179.0;1.0;NOT COMPLETE;05/12/2024 12:44;;;043f68ad-0edc-11ef-aa7a-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY June 7th,GALA,GALA GUEST""";"""UNITED KINGDOM,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;05/10/2024 16:48;Gala Dinner Spring Sale Ticket - ENDED;Yes;2007;IMBA;Section 3;Austria;;No;;;;179.0;1.0;NOT COMPLETE;05/12/2024 12:44;;;043f68ad-0edc-11ef-aa7a-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST,GALA""";"""MIM-English,Programa Master_en,English,associate,Algeria,Madrid,Alumni""";Yes;05/10/2024 17:40;GAW Spring Sale Ticket - ENDED;Yes;2017;Master in Management;S4;Algeria;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);I do not eat Porc ;;;;129.0;1.0;NOT COMPLETE;05/10/2024 16:34;;;db236579-0ee2-11ef-aa7a-02b922c01bc9;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST,GALA""";"""MIM-English,Programa Master_en,English,associate,Algeria,Madrid,Alumni""";Yes;05/10/2024 17:40;Gala Dinner Spring Sale Ticket - ENDED;Yes;2017;Master in Management;S4;Algeria;;I do not eat Porc;;;;179.0;1.0;NOT COMPLETE;05/10/2024 16:34;;;db236579-0ee2-11ef-aa7a-02b922c01bc9;
Alumni;"""Visibility YES,Club Leader,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""SPAIN,Programa Master_en,Alumni,GAW 24,Last Online after 2020""";Yes;3/31/2024 8:41:37 PM;GAW early bird ticket - ENDED;;;;;;;;;"I would like that in the name tags I come identified as ""Maggie Constantino"".";;99.0;1.0;NOT COMPLETE;3/31/2024 7:13:19 PM;;;5a8de185-ef8a-11ee-b86b-02b922c01bc9;
Alumni;"""Visibility YES,Club Leader,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""SPAIN,Programa Master_en,Alumni,GAW 24,Last Online after 2020""";Yes;3/31/2024 8:41:37 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2012;International MBA (Español);A5;Spain;;Pescetarian;;"I would like that in the name tags I come identified as ""Maggie Constantino"".";;179.0;1.0;NOT COMPLETE;3/31/2024 7:29:21 PM;;;5a8de185-ef8a-11ee-b86b-02b922c01bc9;
