Account Type;Member Tags;User Tags;RSVP'ed;Registration Date;Registration Option;Are you an IE Alumni?;Year of graduation;Degree;Section (please, type N/A if this is not applicable to your program);Country;I'm interested in networking around ... (please choose one);Please let us know if you have any allergies or dietary restrictions:;Which roles are you most interested in? (Mark all that apply);Attendee's Comment;Officer's Notes;Paid;Quantity;Payment Status;Payment Date;Checked-In Date;Gateway Number;Event Registration UID;Unnamed: 40
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th""";"""Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;1/30/2024 5:54:26 PM;Class Reunion Committee Members;Yes;2014;International MBA (English);N1;United States Of America;Finance;;;;;65.0;1.0;COMPLETE;1/30/2024 4:50:42 PM;06/07/2024 16:37;d5y23xrs;b471a80e-bf8f-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""IRELAND,Programa Master_en,English,associate,GOMBA FEB-2021,Madrid,Alumni,GOMBA""";Yes;1/30/2024 9:11:58 PM;GAW early bird ticket - ENDED;Yes;2022;PhD;GOMBA F1;Ireland;Technology ;;;;;99.0;1.0;COMPLETE;1/30/2024 8:06:36 PM;06/07/2024 16:52;6x6tzc1m;128cb553-bfab-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""IRELAND,Programa Master_en,English,associate,GOMBA FEB-2021,Madrid,Alumni,GOMBA""";Yes;1/30/2024 9:11:58 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2022;MBA;GOMBA F1;Ireland;;;;;;179.0;1.0;COMPLETE;1/30/2024 8:06:37 PM;6/19/2024 12:32:45 PM;6x6tzc1m;128cb553-bfab-11ee-af10-0a31732c095b;
Alumni;"""EMBA-ES S Oct 2018,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/30/2024 10:28:20 PM;GAW early bird ticket - ENDED;Yes;2019;Executive MBA español presencial semanal;Don’t remember ;Spain;Technology ;No;;;;99.0;1.0;COMPLETE;1/30/2024 9:26:29 PM;06/07/2024 16:26;7x45d9s8;3b6284e2-bfb6-11ee-af10-0a31732c095b;
Alumni;"""IMBA Oct 2003,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;1/30/2024 11:41:29 PM;GAW early bird ticket - ENDED;Yes;2004;International MBA;S3;Spain;Technology ;No;;;;99.0;1.0;COMPLETE;1/30/2024 10:38:54 PM;06/07/2024 15:43;4wmew99k;58d9fc3d-bfc0-11ee-af10-0a31732c095b;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th,GALA""";"""Programa Master_en,English,associate,Jamaica,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 1:42:16 AM;GAW early bird ticket - ENDED;Yes;2019;Global Executive MBA;;Jamaica;Consulting;Halal Muslim Meat options, No pork, Gelatine free;;;;99.0;1.0;COMPLETE;1/31/2024 12:36:47 AM;06/07/2024 16:08;156p7q05;d0c58e95-bfd0-11ee-af10-0a31732c095b;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th,GALA""";"""Programa Master_en,English,associate,Jamaica,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 1:42:16 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;Global Executive MBA;;Jamaica;;Halal Muslim Meat options, No pork, Gelatine free;;;;179.0;1.0;COMPLETE;1/31/2024 12:36:47 AM;6/18/2024 5:50:34 PM;156p7q05;d0c58e95-bfd0-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""COLOMBIA,Programa Master_en,Executive Programs,Senior Executive Program,Spanish,non_associate,Madrid,Alumni,AD-ENG-GSMP,IXMBA,Estr- Internacionalizacion,LEADING,VALUE CREATION,GLOBAL STRATEGIES,CROSS,AD-ENG-GSMP JUN-2009,Estr- Internacionalizacion MAY-2007,IXMBA NOV-2006,LEADING JUN-2007,VALUE CREATION MAY-2007,GLOBAL STRATEGIES ABR-2007,CROSS FEB-2007""";Yes;1/31/2024 4:58:25 AM;GAW early bird ticket - ENDED;Yes;2009;Global Senior Management Program;;Colombia;Other;;;I am alumni of the GSMP but I am also IXMBA (2007).  I don´t remember the email I had at that time;;99.0;1.0;COMPLETE;1/31/2024 3:51:16 AM;06/07/2024 15:49;b2kvms4q;fc68afc9-bfeb-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""COLOMBIA,Programa Master_en,Executive Programs,Senior Executive Program,Spanish,non_associate,Madrid,Alumni,AD-ENG-GSMP,IXMBA,Estr- Internacionalizacion,LEADING,VALUE CREATION,GLOBAL STRATEGIES,CROSS,AD-ENG-GSMP JUN-2009,Estr- Internacionalizacion MAY-2007,IXMBA NOV-2006,LEADING JUN-2007,VALUE CREATION MAY-2007,GLOBAL STRATEGIES ABR-2007,CROSS FEB-2007""";Yes;1/31/2024 4:58:25 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2009;GSMP;;Colombia;;;;I am alumni of the GSMP but I am also IXMBA (2007).  I don´t remember the email I had at that time;;179.0;1.0;COMPLETE;1/31/2024 3:51:16 AM;;b2kvms4q;fc68afc9-bfeb-11ee-af10-0a31732c095b;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 5:21:04 AM;GAW early bird ticket - ENDED;Yes;2019;Global Executive MBA;;South Africa;Finance;;;;;99.0;1.0;COMPLETE;1/31/2024 4:13:22 AM;06/07/2024 16:10;5zt4791h;127c36c9-bfef-11ee-af10-0a31732c095b;
Alumni;"""GXMBA Oct 2018,Visibility YES,FRIDAY June 7th""";"""SOUTH AFRICA,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 5:21:04 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;GXMBA;;Afganistan;;No ;;;;179.0;1.0;COMPLETE;1/31/2024 4:13:22 AM;;5zt4791h;127c36c9-bfef-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,Alumni,GMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;1/31/2024 7:50:34 AM;Class Reunion Committee Members;Yes;2019;Global MBA;3A;United States Of America;International Development and Social Impact ;Pescatarian;;;;65.0;1.0;COMPLETE;1/31/2024 6:46:51 AM;06/07/2024 15:52;kv0hjejj;50ff3395-c002-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,Alumni,GMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;1/31/2024 7:50:34 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;Global MBA;3A;United States Of America;;Pescatarian;;;;179.0;1.0;COMPLETE;1/31/2024 6:46:51 AM;6/17/2024 3:09:38 PM;kv0hjejj;50ff3395-c002-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED STATES OF AMERICA,Programa Master_en,English,associate,Madrid,Alumni,GMBA-EN-BL,GAW 24,Last Online after 2020""";Yes;1/31/2024 7:50:34 AM;Gala Dinner Spring Sale Ticket - ENDED;No;Not applicable;;;United States Of America;;;;;;179.0;1.0;COMPLETE;1/31/2024 6:46:51 AM;;kv0hjejj;50ff3395-c002-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SUNDAY 9 de junio,GALA""";"""GERMANY,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 8:30:30 AM;GAW early bird ticket - ENDED;Yes;2019;Global M.B.A.;A3;Germany;Media & Entertainment;No;;;;99.0;1.0;COMPLETE;1/31/2024 7:24:54 AM;06/07/2024 16:47;4rtqd217;d448f8f3-c009-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SUNDAY 9 de junio,GALA""";"""GERMANY,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 8:30:30 AM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;Global M.B.A.;A3;Germany;;No;;;;179.0;1.0;COMPLETE;1/31/2024 7:24:54 AM;6/19/2024 11:48:54 AM;4rtqd217;d448f8f3-c009-11ee-af10-0a31732c095b;
Alumni;"""EMBA-ES S Oct 2018,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,Spanish,associate,Madrid,EMBA-ES-S,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 9:16:48 AM;GAW early bird ticket - ENDED;Yes;2019;Executive MBA español presencial semanal;Sector O1;Spain;Finance;;;;;99.0;1.0;COMPLETE;1/31/2024 8:15:38 AM;06/07/2024 17:07;2gm765hv;ea7e4c7d-c010-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,LTECH,English,associate,LTECH MAR-2021,Madrid,HIOPS,IEXL-ENG-SLT1,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 9:47:55 AM;GAW early bird ticket - ENDED;Yes;2022;Master in Legaltech;;Spain;Finance;No;;;;99.0;1.0;COMPLETE;1/31/2024 8:45:34 AM;06/07/2024 16:27;0mgfyszs;194d4ca6-c015-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES""";"""SWITZERLAND,Programa Master_en,English,associate,Madrid,Alumni,IEBEXMBA,GAW 24,Last Online after 2020""";Yes;1/31/2024 11:26:15 AM;GAW early bird ticket - ENDED;Yes;2019;IE Brown Executive MBA;;Switzerland;International Development and Social Impact ;No grapefruit;;;;99.0;1.0;COMPLETE;1/31/2024 10:21:54 AM;;jj1hctbw;8e7ca850-c022-11ee-af10-0a31732c095b;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""INDIA,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 11:40:49 AM;GAW early bird ticket - ENDED;Yes;2014;International MBA;A2;India;Real Estate / Arquitecture / Design;No;;;;99.0;1.0;COMPLETE;1/31/2024 10:37:13 AM;06/07/2024 17:05;07bcp9qg;ea78870b-c00a-11ee-af10-0a31732c095b;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""INDIA,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 11:40:49 AM;GAW early bird ticket - ENDED;No;Not applicable;MBA;;India;Real Estate / Arquitecture / Design;No;;;;99.0;1.0;COMPLETE;1/31/2024 10:37:13 AM;06/07/2024 17:06;07bcp9qg;ea78870b-c00a-11ee-af10-0a31732c095b;
Alumni;"""IMBA April 2013,Visibility YES,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,SATURDAY GUEST,SUNDAY 9 de junio,SUNDAY GUEST""";"""INDIA,Programa Master_en,English,non_associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 11:40:49 AM;KIDS AREA TICKET;;;;;;;No;;;;40.0;1.0;COMPLETE;2/17/2024 6:14:46 AM;06/07/2024 17:07;6fsre31c;ea78870b-c00a-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED KINGDOM,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,GAW 24,Last Online after 2020""";Yes;1/31/2024 12:35:04 PM;GAW early bird ticket - ENDED;Yes;2017;Executive MBA English;;United Kingdom;Technology ;;;;;99.0;1.0;COMPLETE;1/31/2024 11:31:25 AM;06/07/2024 16:12;10rgb3pq;44356ece-c02c-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""UNITED KINGDOM,Programa Master_en,English,associate,Madrid,Alumni,EMBA-EN,GAW 24,Last Online after 2020""";Yes;1/31/2024 12:35:04 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2017;EMBA;;United Kingdom;;;;;;179.0;1.0;COMPLETE;1/31/2024 11:31:25 AM;6/17/2024 3:09:18 PM;10rgb3pq;44356ece-c02c-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""GERMANY,Programa Master_en,English,non_associate,Alumni,MIDE,MIDE OCT-1999""";Yes;1/31/2024 1:30:22 PM;GAW early bird ticket - ENDED;Yes;2000;International MBA (MIDE);;Germany;International Development and Social Impact ;No;;Maria is the wife of Oliver. Please invoice both tickets to ODC Management GmbH. Thanks, Oliver ;;99.0;1.0;COMPLETE;1/31/2024 12:52:20 PM;06/07/2024 19:28;bdezgmyv;c93901df-c032-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY GUEST,FRIDAY June 7th,SATURDAY 8 de junio,SATURDAY GUEST""";"""GERMANY,Programa Master_en,English,non_associate,Alumni,MIDE,MIDE OCT-1999""";Yes;1/31/2024 1:30:22 PM;GAW early bird ticket - ENDED;No;Not applicable;PHD in Medicine;Pharma;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);No;;Maria is the wife of Oliver. Please invoice both tickets to ODC Management GmbH. Thanks, Oliver ;;99.0;1.0;COMPLETE;1/31/2024 12:52:20 PM;06/07/2024 19:28;bdezgmyv;c93901df-c032-11ee-af10-0a31732c095b;
Alumni;"""IMBA Oct 2003,Visibility YES""";"""FRANCE,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 2:13:26 PM;GAW early bird ticket - ENDED;Yes;2004;International MBA;;France;Technology ;Diabetes;;;;99.0;1.0;COMPLETE;1/31/2024 1:08:37 PM;;g3vmg25b;d867ded6-c039-11ee-af10-0a31732c095b;
Alumni;"""IMBA Oct 2003,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""Programa Master_en,English,non_associate,Madrid,Belarus,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;1/31/2024 2:50:32 PM;GAW early bird ticket - ENDED;Yes;2004;International MBA;S2;Belarus;Technology ;No;;;;99.0;1.0;COMPLETE;1/31/2024 1:48:02 PM;06/07/2024 17:00;pykqz8q6;5a06c1eb-c03f-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2008,FRIDAY June 7th,SATURDAY 8 de junio,SUNDAY 9 de junio""";"""BRAZIL,Programa Master_en,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 2:58:43 PM;GAW early bird ticket - ENDED;Yes;2009;International MBA (English);N5;Brazil;International Development and Social Impact ;no;;;;99.0;1.0;COMPLETE;1/31/2024 1:56:13 PM;06/07/2024 16:17;ht0gn7gw;7f2547c6-c040-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th""";"""MAJDB,SPAIN,Programa Master_en,Degree,Spanish,associate,MAJDB SEP-2021,Madrid,Segovia,Alumni,LLB,GAW 24,Last Online after 2020""";Yes;1/31/2024 4:30:58 PM;GAW early bird ticket - ENDED;Yes;2022;Doble Máster en Abogacía y Asesoría Jurídica de Empresas bilingüe (LLM);MAB;Netherlands;Finance;No ;;;;99.0;1.0;COMPLETE;1/31/2024 3:28:22 PM;06/07/2024 16:33;d260ayrf;5e5fd4ca-c04d-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th""";"""MAJDB,SPAIN,Programa Master_en,Degree,Spanish,associate,MAJDB SEP-2021,Madrid,Segovia,Alumni,LLB,GAW 24,Last Online after 2020""";Yes;1/31/2024 4:30:58 PM;GAW early bird ticket - ENDED;Yes;2023;Doble Máster en Abogacía y Asesoría Jurídica de Empresas bilingüe (LLM);;Spain;Law;No;;;;99.0;1.0;COMPLETE;02/03/2024 11:54;06/07/2024 16:37;mmc4nj32;5e5fd4ca-c04d-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG""";Yes;1/31/2024 5:03:59 PM;GAW early bird ticket - ENDED;Yes;2014;International MBA;N2;Spain;International Development and Social Impact ;No;;;;99.0;1.0;COMPLETE;1/31/2024 4:00:36 PM;06/07/2024 16:21;bjx8adew;df1be1fc-c051-11ee-af10-0a31732c095b;
Alumni;"""IMBA Oct 2003,FRIDAY June 7th,SUNDAY 9 de junio""";"""GERMANY,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;1/31/2024 5:05:51 PM;GAW early bird ticket - ENDED;Yes;2004;International MBA;S3;Germany;Finance;No;;;;99.0;1.0;COMPLETE;1/31/2024 3:53:54 PM;06/07/2024 16:51;9s660avh;efcbcac3-c050-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""COLOMBIA,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 5:19:41 PM;GAW early bird ticket - ENDED;Yes;2019;Global MBA;;Colombia;Technology ;No;;;;99.0;1.0;COMPLETE;1/31/2024 4:17:36 PM;06/07/2024 17:55;hhkjzzhc;3f3e3ebd-c054-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""COLOMBIA,Programa Master_en,English,associate,Madrid,Alumni,GAW 24,Last Online after 2020""";Yes;1/31/2024 5:19:41 PM;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;Global MBA;;Colombia;;;;;;179.0;1.0;COMPLETE;1/31/2024 4:17:36 PM;6/19/2024 12:19:51 PM;hhkjzzhc;3f3e3ebd-c054-11ee-af10-0a31732c095b;
Alumni;"""IMBA Oct 2003,Visibility YES,SUNDAY 9 de junio,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,non_associate,Madrid,Alumni,IMBA-ENG,GAW 24,Last Online after 2020""";Yes;1/31/2024 8:27:32 PM;GAW early bird ticket - ENDED;Yes;2004;International MBA;S3;Portugal;Technology ;No;;;;99.0;1.0;COMPLETE;1/31/2024 7:26:09 PM;06/07/2024 18:47;bczt7f9m;95fa9060-c06e-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""KENYA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 8:33;GAW early bird ticket - ENDED;Yes;2014;International MBA;N4;Ghana;Consulting;;;;;99.0;1.0;COMPLETE;02/01/2024 7:27;06/07/2024 15:42;h8mwb4cz;51deeb2f-c0d3-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2013,Visibility YES,FRIDAY June 7th,SUNDAY 9 de junio,SATURDAY 8 de junio,GALA""";"""KENYA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 8:33;Gala Dinner Spring Sale Ticket - ENDED;Yes;2014;International MBA;N4;Ghana;;;;;;179.0;1.0;COMPLETE;02/01/2024 7:27;6/19/2024 12:10:18 PM;h8mwb4cz;51deeb2f-c0d3-11ee-af10-0a31732c095b;
Alumni;"""EMBA-ES S Oct 2018,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 9:49;GAW early bird ticket - ENDED;Yes;2019;Executive MBA español presencial semanal;;Spain;Media & Entertainment;No;;;;99.0;1.0;COMPLETE;02/01/2024 8:47;06/07/2024 17:11;9g3v3830;86dede7a-c0de-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES""";"""SPAIN,Programa Master_en,Executive Programs,English,associate,PE-ESP-FCO MAR-2020,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 9:57;GAW early bird ticket - ENDED;Yes;2017;EMBA 2016;2;Spain;International Development and Social Impact ;none;;;;99.0;1.0;COMPLETE;02/01/2024 8:54;;9jykrw4y;7e02cab6-c0df-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,FRIDAY June 7th""";"""LLMIBL,SPAIN,Programa Master_en,English,associate,IMBA-ESP ENE-2016,Madrid,Alumni,IMBA-ESP,GAW 24,Last Online after 2020""";Yes;02/01/2024 12:35;GAW early bird ticket - ENDED;Yes;2017;Dual Degree MBA / LLM International Business Law;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);no;;;;99.0;1.0;COMPLETE;02/01/2024 11:34;06/07/2024 20:06;dac9sv04;d2b1f914-c0f5-11ee-af10-0a31732c095b;
Alumni;"""IMBA Oct 2003,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""SPAIN,Programa Master_en,Executive Programs,English,non_associate,Madrid,HIOPS,IEXL-ENG-FDM,Alumni,IMBA-ENG,PE-ESP-DP,MERCADO VIDEOJUEGOS,GAW 24,Last Online after 2020""";Yes;02/01/2024 13:56;GAW early bird ticket - ENDED;Yes;2004;International MBA;S3;Spain;Technology ;no;;;;99.0;1.0;COMPLETE;02/01/2024 12:55;06/07/2024 16:33;mww0qxbq;271270a3-c101-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 15:34;GAW early bird ticket - ENDED;Yes;2019;Global MBA;A3;Brazil;Consulting;;;;;99.0;1.0;COMPLETE;02/01/2024 14:27;06/07/2024 17:20;9q6x65zp;3a9d4125-c0e9-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 15:34;GAW early bird ticket - ENDED;No;Unknown;Masters;;Brazil;Other;;;;;99.0;1.0;COMPLETE;02/01/2024 14:27;06/07/2024 17:21;9q6x65zp;3a9d4125-c0e9-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 15:34;Gala Dinner Spring Sale Ticket - ENDED;Yes;2019;Global MBA;A3;Brazil;;;;;;179.0;1.0;COMPLETE;02/01/2024 14:27;6/18/2024 5:54:46 PM;9q6x65zp;3a9d4125-c0e9-11ee-af10-0a31732c095b;
Alumni;"""Visibility YES,GOMBA April 2018,FRIDAY June 7th,FRIDAY GUEST,SATURDAY 8 de junio,GALA,GALA GUEST""";"""BRAZIL,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 15:34;Gala Dinner Spring Sale Ticket - ENDED;No;Unknown;Masters;;Brazil;;;;;;179.0;1.0;COMPLETE;02/01/2024 14:27;6/19/2024 11:37:20 AM;9q6x65zp;3a9d4125-c0e9-11ee-af10-0a31732c095b;
Alumni;"""EMBA-ES S Oct 2018,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""Programa Master_en,Spanish,associate,Madrid,EMBA-ES-S,Alumni,GAW 24,Last Online after 2020""";Yes;02/01/2024 17:21;GAW early bird ticket - ENDED;Yes;2019;Executive MBA español presencial semanal;;Spain;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);NO;;;;99.0;1.0;COMPLETE;3/15/2024 11:03:43 AM;06/07/2024 17:12;7kp1b9he;7e0e96bd-c0e1-11ee-af10-0a31732c095b;
Alumni;"""MIM Oct 2008,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""SWITZERLAND,Programa Master_en,English,non_associate,Alumni,Programa Master Oficial_en,MMMM,GAW 24,Last Online after 2020""";Yes;02/02/2024 8:49;GAW early bird ticket - ENDED;Yes;2009;Master in Marketing Management;Marketing;Switzerland;Media & Entertainment;;;;;99.0;1.0;COMPLETE;02/02/2024 7:47;06/07/2024 17:22;93ndh3em;4fcc41f7-c19f-11ee-af10-0a31732c095b;
Alumni;"""MIM Oct 2008,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio,GALA""";"""SWITZERLAND,Programa Master_en,English,non_associate,Alumni,Programa Master Oficial_en,MMMM,GAW 24,Last Online after 2020""";Yes;02/02/2024 8:49;Gala Dinner Spring Sale Ticket - ENDED;Yes;2009;Master in Marketing Management;;Switzerland;;;;;;179.0;1.0;COMPLETE;05/07/2024 21:03;6/19/2024 11:56:50 AM;mjsczh80;4fcc41f7-c19f-11ee-af10-0a31732c095b;
Alumni;"""IMBA Jan 2019,Visibility YES,FRIDAY June 7th,SATURDAY 8 de junio""";"""ITALY,Programa Master_en,English,associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/02/2024 9:32;GAW early bird ticket - ENDED;Yes;2019;International MBA;J5;Italy;Diversified Industries (FMCG, Healthcare, Industrial, Luxury, Retail, Pharma, Energy, Hospitality, Sports, etc.);na;;;;99.0;1.0;COMPLETE;02/02/2024 8:31;06/07/2024 19:20;201gsfwd;763c2d21-c1a5-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2008,Club Leader,FRIDAY June 7th""";"""GEORGIA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/02/2024 10:03;Club Leaders;Yes;2009;International MBA;N4;Georgia;Other;No;;;;50.0;1.0;COMPLETE;02/02/2024 9:00;06/07/2024 16:26;jj3m67fd;784ea274-c1a9-11ee-af10-0a31732c095b;
Alumni;"""IMBA Nov 2008,Club Leader,FRIDAY June 7th""";"""GEORGIA,Programa Master_en,English,non_associate,Alumni,GAW 24,Last Online after 2020""";Yes;02/02/2024 10:03;GAW early bird ticket - ENDED;No;Not applicable;;;Georgia;Real Estate / Arquitecture / Design;No;;;;99.0;1.0;COMPLETE;02/02/2024 9:00;06/07/2024 16:26;jj3m67fd;784ea274-c1a9-11ee-af10-0a31732c095b;
